,Text,Verified,Protected,Location,Followers,VerifiedRetweet,Source,NumTweetChars
585,Taking Home Charlie https://t.co/iCsORhnic4 #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,64
586,Twitterverse: I need a good introductory book on Bayes theorem with applications in R. Recommendations? #rstats #datascience #bioinformatics,FALSE,FALSE,NO,0,FALSE,other,140
587,"library(tidyverse)
data.frame(t=seq(1,100,by=.005)) %&gt;% 
  ggplot(aes(x=exp(-0.01*t)*sin(t*3.04+1.02)+exp(-0*t)*sin(t*2.96+1.03),
              y=sin(t*2.94+0.42)+exp(-0.01*t)*sin(t*3.01+1.39))) +
  geom_path()+
  theme_void()+
  coord_fixed()
#rstats #maths #creative #tidyverse https://t.co/x37VNqbTxh",FALSE,FALSE,NO,0,FALSE,other,306
588,Working on #rstats and #ArcGIS with a cup of #coffee and @Spotify music. #DataScience #gradschool @GeoFHSU @FHSU_Grad @FortHaysState @Esri,FALSE,FALSE,NO,0,FALSE,other,138
589,"@djnavarro Roses are red
Violets are blue
New boy in the town
Is Rmarkdown
#RStats #ValentinesDay",FALSE,FALSE,NO,0,FALSE,other,97
590,"Recently, I've been engaged in a project using @rstudio to analyze @TheHendonMob live poker database. I used rvest scraping packages to gather data of a sample of 6,000 (1%) players on The Hendon Mob, then analyzed data using #rstats and #ggplot2 . 

Finding #1 below: https://t.co/n6fJLKCuUw",FALSE,FALSE,NO,0,FALSE,other,292
591,"Only 35% use different password for all accounts! #infographic
#DeepLearning #KSQL #MQTT #IoT #Sensor #BigData #Analytics #MachineLearning #DataScience #AI #IIoT #RStats #TensorFlow #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #100daysofcode #CodeNewbie #CX https://t.co/2A1mVLYn9y",FALSE,FALSE,NO,0,FALSE,other,303
592,"An interesting #RStats flip-book project by @EvaMaeRey which incrementally explains how to plot code using @ggplot2.

I'm still a beginner at this, but will take a look and give it a shot when I find the time to do so! <U+0001F606>

#NM4239

https://t.co/qRRkqFafrc",FALSE,FALSE,NO,0,FALSE,other,265
593,"Also whoops, my brain has been on ggplot for so many hours that I can't believe I missed this: obviously I meant to say, I finally figure-d it out! #ggplot #rstats",FALSE,FALSE,NO,0,FALSE,other,163
594,"Do you know the difference between SEM and Path Analysis ?, Get answer now at @statisticseco . 

#rstats #DataScience #AcademicTwitter #phdchat #spss #Statistics #ResearchPaper  #DataAnalytics #IOPsych #DataScientist @rstatstweet 
@rstats4ds https://t.co/oU7zEZhflX",FALSE,FALSE,NO,0,FALSE,other,265
595,"Update: adding the new batch of leaked presidential time use data from @axios, the correlation between executive time duration and approval ratings remains very weak. #rstats #dataviz #ggplot2 https://t.co/bd2WUdUsix",FALSE,FALSE,NO,0,FALSE,other,216
596,"Used nest() for the first time, and once again #tidyverse saved my script. Just brilliant. #rstats",FALSE,FALSE,NO,0,FALSE,other,98
597,Look at my shiny new book! #shiny #rstats #datascience https://t.co/sK0shGC9Nm,FALSE,FALSE,NO,0,FALSE,other,78
598,I seem to be using scoped #rstats dplyr functions a lot this week - especially mutate_at(). It's great for applying the same transformation to several columns at once instead of typing it all out explicitly within a mutate().,FALSE,FALSE,NO,0,FALSE,other,225
599,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,NO,0,TRUE,other,267
600,@elborbastico YES! The plot on the left was made in Excel and I told myself it was ugly ;) That was literally the last plot I made before I vowed to learn #rstats and #ggplot2. https://t.co/eqDYys5MfD,FALSE,FALSE,NO,0,FALSE,other,200
601,Is redbubble the best place to order the tidyverse stickers from ? #rstats,FALSE,FALSE,NO,0,FALSE,other,74
602,Readable Code with Pipes https://t.co/535BSh2mR4 #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,69
603,Try out RStudio Connect on Your Desktop for Free @rstudio #rstats #datascience https://t.co/EhENuqvcFg,FALSE,FALSE,NO,0,FALSE,other,102
604,"during a task, I was using split() &gt; for () { #tapply } &gt; https://t.co/cUyPsalqXo.frame() &gt;and then I was close to doing a plot :)
after two days of thinking I remembered #dplyr and I replaced all above functions and loops with :
X %&gt;%  group_by() %&gt;% summarize()
#DataViz
#Rstats https://t.co/I1RUgb34SK",FALSE,FALSE,NO,0,FALSE,other,319
605,"Nice explanation of AI and what people 'really' mean when thy talk about it: ""So, what is AI really?"" https://t.co/njbG40Dh59 #rstats #AI #DataScience #PublicHealth",FALSE,FALSE,NO,0,FALSE,other,164
606,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,NO,0,FALSE,other,161
607,Great post on #tidyverse and #rspatial :)! #rstats #rladies https://t.co/1GltXI5Tbv,FALSE,FALSE,NO,0,FALSE,other,83
608,"Should have been taking it easy tonight, but instead got excited that @ComposerProject has a bunch of data on composers. 

Not often I get to combine my love of #rstats with orchestra data and make high quality plots to procrastinate writing.... #dataviz #ggplot2 https://t.co/RaG7jDEfhE",FALSE,FALSE,NO,0,FALSE,other,287
609,"@WeAreRLadies @samfirke Dear #rstats and #tidyverse community (specifically @dataandme and @_ColinFay, since I have benefited from many tweets of yours with GIF screen shots)
How do you record your R screen as GIF? do you have a tool/workflow in R, or do you use general purpose tools &amp; bring it to RMD?",FALSE,FALSE,NO,0,FALSE,other,307
610,"@optimlog_ @apreshill I know how to make basic graphs with ggplot2, but I am not sure of best practices for how to handle stacks of p-values like this. Would love advice to make a proper reboot! #rstats #DataViz",FALSE,FALSE,NO,0,FALSE,other,211
611,German Female Corporate Officers: Where Are You? https://t.co/KwFYRJuEZV #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,93
612,"Anyone knows if there is a way to contribute to Wikipedia using rmarkdown? 
#rstats #rmarkdown @dataandme @hadleywickham @rstudio @xieyihui",FALSE,FALSE,NO,0,FALSE,other,139
613,fitzRoy � 0.1.5 release https://t.co/uYLRWYHK6g #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,68
614,"Roses are red,
Violets are blue,
I don�t know what I would do without you #rstats #tidyverse #AcademicValentine https://t.co/r28bNUutjL",FALSE,FALSE,NO,0,FALSE,other,135
615,"I said ""RStudio addin"" above, but you can use conflr on Emacs! Here's how (the post is written in Japanese, but you can understand; it's just a few lines of elisp). Thanks @igjit! #rstats #rmarkdown https://t.co/yEPDOtmqfT",FALSE,FALSE,NO,0,FALSE,other,222
616,"A scientist talks about his success on #Twitter!

By @KirkDBorne 

https://t.co/Ic69ZYE31h �

#DataScience #rstats #socialmedia #innovation #socialmediamarketing #bigdata #analytics #ai #ml #ArtificialInteligence #MachineLearning #Machine_Learning #networking #hiring #influencer",FALSE,FALSE,NO,0,FALSE,other,279
617,"Excellent and very clear explanation by @hermansm (@HIVA_KULeuven) about making thematic maps in R 
#DataScience  #Rstats #dataviz https://t.co/yUjFb4IRAJ",FALSE,FALSE,NO,0,FALSE,other,154
618,"@EdgarOchoaC @pierre_bellec @Wessel_Lab @ChrisFiloG As an #rstatsnewbie I can say the community is amazing and amazingly helpful. There are already packages for reading matlab code, which is a huge plus. And the ability to view your data is limited only by your imagination. Using #ggplot2 alone is worth your time. #rstats",FALSE,FALSE,NO,0,FALSE,other,323
619,Happy Valentines day by Nerds https://t.co/rBBJNxDMFl #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,74
620,Is there a way in #rstats to automatically create gists from RMarkdown code chunks?,FALSE,FALSE,NO,0,FALSE,other,83
621,"""PowerBI a powerful analysis and visualisation tool that in particular allows for the creation of dashboard style reports (See here for samples)."" https://t.co/rU3XRx9GvM #rstats #PowerBI #DataScience https://t.co/N9eeeaKaml",FALSE,FALSE,NO,0,FALSE,other,224
622,New discretization method: Recursive information gain ratio maximization https://t.co/YDA6W6sXhX #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,117
623,"#datascience fact:

Some non-linear interactions that conmonly play a role in #biomedicine

@DataScienceCtrl #machinelearning #rstats https://t.co/pWuwppdwdm",FALSE,FALSE,NO,0,FALSE,other,157
624,Nothing like spending the morning in the #rstats #tidyverse and #ggplot2 to improve my mood :),FALSE,FALSE,NO,0,FALSE,other,94
625,Answer: Designing a function so filter does not drop NAs https://t.co/v8ALO2O1Pb #tidyverse #Rstats #Rprogramming,FALSE,FALSE,NO,0,FALSE,other,113
626,"R (#Rmarkdown specifically) is officially my favorite software. I might be late to the party, but doing data analysis, creating figures/tables, embedding them in documents, and producing documents all in one program is incredibly efficient. #rstats",FALSE,FALSE,NO,0,FALSE,other,248
627,#rstats #netcdf I have this scary mess in #tidync  where I need both grids and variables listed in normal form - current focus is using #tidyr nest/unnest to avoid more special case structures https://t.co/s7gSay974M #seemstowork <U+0001F607>,FALSE,FALSE,NO,0,FALSE,other,242
628,"Looking for some #rstats help <U+0001F64F> I am using purrr::map(i) where i=1:length(x), as I need to get the ith element of one of my inputs but I feel like this is NOT how it should work. And means x is fixed in the function. Are there any purrr users out there I could ask about this?",FALSE,FALSE,NO,0,FALSE,other,287
629,Try out RStudio Connect on Your Desktop for Free https://t.co/V3eU1bZR2Q #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,93
630,Explaining Match outcome in elite australian rules football using team performance indicators https://t.co/Lbm0LNsG9i #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,138
631,"Roses are red
Violets are blue
This will be academic
If only I can draw a rose in ggplot2

#AcademicValentine #ScienceValentines #rstats #ggplot2",FALSE,FALSE,NO,0,FALSE,other,145
632,"Data Visualization is a way to communicate models and ideas that can have a strong influence on business outcomes. Graphics make shapes and trends visible which lead to a mental model and foster better recall.
#rstats #DataScience #DataAnalytics #DataScientist @rstatstweet",FALSE,FALSE,NO,0,FALSE,other,273
633,5 goals visualization in Goalmouth visualization Bolton 2 - Manchester City 3 #EPL #ggplot #rstats #Opta #dataviz https://t.co/AvYnpunMA8,FALSE,FALSE,NO,0,FALSE,other,137
634,"#Rstats got my #humpday workout done, now time to tackle some #R and #pythonprogramming.  On step closer to finishing my project.  #DataScience https://t.co/vc1TsF46uh",FALSE,FALSE,NO,0,FALSE,other,167
635,"Check out our newest post ""A gift from the cloud"". A brief vignette on using cloudml to get data from your local R workflow into google storage buckets. @OEF_Research #rstats #GoogleCloud #DataScience #cloudml

https://t.co/qpkXzvaTqp",FALSE,FALSE,NO,0,FALSE,other,234
636,"#Shiny #Dashboards versus #flexdashboard with #shiny 
A good summary of their differences!
#rstats https://t.co/pKEp6ai0b9",FALSE,FALSE,NO,0,FALSE,other,122
637,I just used this helper function to make my ggplot2-produced graphics align with a design spec. <U+0001F4A5> #rstats https://t.co/K9FNFyl3cB,FALSE,FALSE,NO,0,FALSE,other,140
638,"#Infographic how work patterns have changed and how advances in technology have helped enable those changes.
#DeepLearning #KSQL #MQTT #IoT #Sensor #BigData #Analytics #MachineLearning #DataScience #AI #IIoT #RStats #ReactJS #VueJS  #CloudComputing #Serverless #100daysofcode #CX https://t.co/eQMBKYKNzz",FALSE,FALSE,NO,0,FALSE,other,303
639,Purpose https://t.co/Vrl2hWbsdG #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,52
640,"Statistical programming involves doing computations to aid statistical analysis. Statistical programming includes using statistical programming languages for summarizing...
#rstats #DataScience #DataAnalytics #DataScientist @rstatstweet 
@rstats4ds @MirjamIce",FALSE,FALSE,NO,0,FALSE,other,259
641,Easily usable features like these are why #rstats leaves other platforms in the dust when it comes to exploratory data analysis #dataviz #ggplot2 https://t.co/RtpS5PaMqw,FALSE,FALSE,NO,0,FALSE,other,169
642,"#rstats peeps: Is there a way to do divergent color schemes in the #formattable package? Does anyone know?

AFAIK color_tile calls gradient, which only takes a min and a max. I'm trying to match the tile colors to colors on a map, where I use scale_fill_gradient2 from #ggplot2.",FALSE,FALSE,NO,0,FALSE,other,278
643,Walkthroughs of data analyses using SQL Server and R under the Team Data Science Process https://t.co/oTxnemdrVA #rstats,FALSE,FALSE,NO,0,FALSE,other,120
644,"Dear twitter and @RLadiesGlobal 

We are looking for an R lady to come in 
https://t.co/6iVWRG9v4i
and give an invited talk about #rstats and #datascience 
to our students of https://t.co/xhZB1rFJCt

DM me for details.",FALSE,FALSE,NO,0,FALSE,other,218
645,Introduction to tibbles https://t.co/Bvi1IGrD9S #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,68
646,"Ha! <U+0001F603>

Excited for his talk tomorrow! 

#tidyverse #rstats #wanabe 

Sure, I might be idealizing it, but I totally want a job @rstudio or related field....

#whattodowithyourphd https://t.co/jUfCfqmAFW",FALSE,FALSE,NO,0,FALSE,other,212
647,"Why use forcats::fct_reorder() over dplyr::arrange() to look at the largest values? 

I used to use fct_reorder to reorder before plotting because I was copying @drob screencasts but I have recently found arrange() to be more intuitive #rstats",FALSE,FALSE,NO,0,FALSE,other,243
648,2. Is there any talk of a tidyverse-based version of Introduction to Statistical Learning? cc @hadleywickham #rstats,FALSE,FALSE,NO,0,FALSE,other,116
649,"Roses are red,
Violets are blue,
Here is a valentine 
made with ggplot2 <U+2764><U+FE0F> #AcademicValentine  #phdchat  #rstats  https://t.co/T7fTmWx0kS https://t.co/71VuTFXLYr",FALSE,FALSE,NO,0,FALSE,other,175
650,"@natedayta If not Magrittr, then someone would propose to use '+' for connecting functions a la #ggplot2 #rstats",FALSE,FALSE,NO,0,FALSE,other,112
651,"Want to publish your R Markdown<U+0001F4C4> to @Confluence? Try conflr <U+0001F4E6>, a handy RStudio addin for this! #rstats #rmarkdown

blog post: https://t.co/lK8AKeAp9Y
repo: https://t.co/sZAKjgA1UT https://t.co/zdiAydcNPK",FALSE,FALSE,NO,0,FALSE,other,225
652,Would the tidyverse even exist if it weren't for magrittr? <U+0001F425>/<U+0001F95A> #VivaLaCompoundAssignmentPipe %&lt;&gt;% #rstats #Showerthoughts,FALSE,FALSE,NO,0,FALSE,other,149
653,"�We need people to not think that data is on the other side of creativity. Data and creativity work hand in hand.�

Good insights on leveraging data science to scale decision making at @BBCWorld. #rstats

h/t <U+2066><U+2066>@hugobowne<U+2069>  https://t.co/ojfkaEGJMI",FALSE,FALSE,NO,0,FALSE,other,268
654,We used a machine learning approach known as 'boosted regression trees' and created a dedicated R package (ggBRT) for interpretation and visualisation available at https://t.co/xyK5Q1b4X5. All data and analysis script are open access at https://t.co/j2nHd9t98z #rstats https://t.co/jOpDgvoWwX,FALSE,FALSE,NO,0,FALSE,other,292
655,@thomas_mock @ChelseaParlett Jumping in here to echo the fear that a PhD != easy access to data science industry jobs. The motivation for my tidyverse blog posts and #TidyTuesday participation is to update my #rstats skills that are atrophying a bit due to the nature of my PhD work.,FALSE,FALSE,NO,0,FALSE,other,283
656,CRAN updates: dplyr RandomFields RandomFieldsUtils https://t.co/y5W2NTKSXT #rstats,FALSE,FALSE,NO,0,FALSE,other,82
657,Having serious issues with parametrized queries using @rstudio #rpostgresql dbbind and dbsendquery. If y�all have any insights HMU #rstats #tidyverse,FALSE,FALSE,NO,0,FALSE,other,149
658,"The https://t.co/YFC7gjKCKT web page was redesigned &amp; relaunched by @RetoStauffer2, now hosting three shiny apps using the HCL (Hue-Chroma-Luminance) color model: palette creator, color vision deficiency emulator, color picker. Based on the new #colorspace #rstats pkg. https://t.co/UrpLD6tGVm",FALSE,FALSE,NO,0,FALSE,other,297
659,I�m using nudge_y to get my values on my graph but I�m trying to get them all at the same level on my graph. Does anyone know how to help ? #rstats #ggplot https://t.co/2g7mPymBJt,FALSE,FALSE,NO,0,FALSE,other,179
660,"#R #Rstats Replace all spaces with _ in all columns in DF/tibble: `your_df %&gt;% mutate_all(funs(gsub(' ', �_�, .)))`",FALSE,FALSE,NO,0,FALSE,other,118
661,"Writing a scientific manuscript in R! Please comment if you have had success and can provide pointers! #rstats #reproducible #makefile

https://t.co/XgXcVg4dai",FALSE,FALSE,NO,0,FALSE,other,159
662,Online color apps at https://t.co/ZfwL6TDOEi https://t.co/Cjpx5kJ4ma #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,89
663,One of the successful uses of @knime to do reproducible #BioImageAnalysis here at @FMIscience (and using #rstats #ggplot2 for plotting). #dataanalysis https://t.co/JdLXpP4mHK,FALSE,FALSE,NO,0,FALSE,other,174
664,"This is a *great* conference for #datascience #rstats #causalinference etc. in health policy. Propose a cool session and I'll see you there! 
 https://t.co/pTrucmhunA https://t.co/WmNkq1NoQQ",FALSE,FALSE,NO,0,FALSE,other,190
665,"Happy Valentines day by Nerds: https://t.co/rspnGSyE5p
#Valentines #ValentinesDay #rstats #programming #coding #DataViz #DataScience #BigData #R",FALSE,FALSE,NO,0,FALSE,other,144
666,"I'm giving a talk today to our data science/analytics teams about why and how they should contribute to #rstats open source projects. Bullet point ideas for the ""why"" would be appreciated. In part to possibly use this tweet as evidence of the crowd sourcing effect <U+0001F643>",FALSE,FALSE,NO,0,FALSE,other,277
667,"AI, Machine Learning and Data Science Roundup: February 2019 https://t.co/VnvL0xB6Fy #rstats #DataScience",FALSE,FALSE,NO,0,FALSE,other,105
668,Finally diving in to regression in R. It has been 5 years since I took an intro data science class in R and the hardest question on the final was a 1 liner using lm(). looking forward to some more difficult tests. #rstats #R #statistics,FALSE,FALSE,NO,0,FALSE,other,236
669,"Hey #rstats twitter - does anyone know how to plot lines underneath points in a #ggplot2 legend, but keep the lines over points in the plot itself? Anyone who can help me escape this tidyverse nightmare will win my eternal gratitude",FALSE,FALSE,NO,0,FALSE,other,232
670,Today is the only day to tweet my only (and useless) blog post in 1 year and a half. #HappyValentinesDay2019  #ggplot2 #emojifont #blogdown #rstats https://t.co/zbxiijKTeU https://t.co/Rj1fkHq43M,FALSE,FALSE,NO,0,FALSE,other,195
671,"It is amazing what you can do with just some line of code in R with https://t.co/ZCgdBH95rf. Here are the mouse over and zoom features of my chart: https://t.co/e41SWHyqAv A video tutorial on how to make such charts will come
#DataScience  #DataAnalytics #DataIsBeautiful #rstats https://t.co/kQrhaSV7Wp",FALSE,FALSE,NO,0,FALSE,other,303
672,#dataVisualizations with BBC�s R Cookbook https://t.co/ICZimSYLXH  #rstats #DataScience https://t.co/aVEXt556V0,FALSE,FALSE,NO,0,FALSE,other,111
673,"So what is the best (simplest) way in R to replace a specific value (let's say -99 or 25) for an entire dataset (multiple columns rather than one-by-one)? It's for a Geek Out, I'm assuming they never heard of R &amp; I will show them some tidyverse @knapply_  @AlexBNewhouse  #rstats",FALSE,FALSE,NO,0,FALSE,other,283
674,"Thanks to all the @RLadiesVan members who attended the #Rmarkdown workshop today! The materials are on https://t.co/o0YygcmtJb. They will be updated tomorrow. Keep in touch! 
 #rstats",FALSE,FALSE,NO,0,FALSE,other,183
675,"Posted by An Accounting and Data Science Nerd's Corner, now on R-bloggers: German Female Corporate Officers: Where Are You? #rstats https://t.co/3fyAhOwHIe",FALSE,FALSE,NO,0,FALSE,other,155
676,"@SuperCroup Shiny came from @rstudio, eh?
Reactive stats across the U.S.A.
Wrapped her UI on the way
Shaved her #rstats calls and then he was a she
She said, hey babe, take a walk on the server side",FALSE,FALSE,NO,0,FALSE,other,198
677,"Ok, #rstats, why do I always see this color scheme for diamonds, but some of my students (even with the most recent version of R and RStudio) see the ""old"" color scheme (red, yellow, green, blue, purple)? They all see the ""new"" color scheme if they call ggplot2::diamonds. https://t.co/k7XgJAPmtH",FALSE,FALSE,NO,0,FALSE,other,296
678,"new #shinyapp for @axios leaked schedule using {docxtractor}, {rtweet}, {timevis}, {d3treeR} and {slickR} for app with only #htmlwidgets to navigate rectangled data and twitter feed. post coming on both #ToddlerInChief app and this one. https://t.co/4NnkXY2Xnd #rstats https://t.co/EoUMCgFADT",FALSE,FALSE,NO,0,FALSE,other,292
679,"new <U+0001F4DD>: Visualizing Brooklyn Nine-Nine <U+0001F694><U+0001F6A8> with #rstats !

Link: https://t.co/qzn2IPWGok <U+0001F46E><U+200D><U+2642><U+FE0F><U+0001F46E><U+200D><U+2640><U+FE0F>

#dataviz #R4DS #ggplot2 #Brooklyn99 https://t.co/43Ozp7e9gk",FALSE,FALSE,NO,0,FALSE,other,253
680,"Any #rstats users know why knitr::opts_knit$set(root.dir ='') in rmarkdown doesn't change my working directory anymore? It used to work, didnt change anything in my code...",FALSE,FALSE,NO,0,FALSE,other,172
681,R Stats Pro Tip: take off your blue filter glasses or you will spend 30 mins wondering why you can�t get the colours of your ggplot to look the way you want/know they should look <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F> #foureyes #rnoob #usererror #rstats,FALSE,FALSE,NO,0,FALSE,other,263
682,Meetup 02-2019 Minutes https://t.co/iNRS9HzrGh #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,67
683,@arjunrajlab Looks like they just didn�t know how to use #rstats ggplot�s theme() and aes(),FALSE,FALSE,NO,0,FALSE,other,91
684,"Enjoy this beautiful #infographic about how mining helps build a better world
#DeepLearning #KSQL #MQTT #IoT #Sensor #BigData #Analytics #MachineLearning #DataScience #AI #IIoT #RStats #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #100daysofcode #CodeNewbie https://t.co/y6QIKgQkpv",FALSE,FALSE,NO,0,FALSE,other,302
685,Data Wrangling with dplyr � Part 3 https://t.co/EHAh5Xqs71 #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,79
686,Working with Date and Time in R https://t.co/eoQLSfO1hV #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,76
687,"I've been putting off figuring out how to do multiple plots in #ggplot (for.. years..), but no longer!! This is phenomenal: https://t.co/U7Mp4zA2dw Handles alignment, different row widths, and ggsave. Thank you @ClausWilke! #cowplot #rstats https://t.co/PIyvrPQgRS",FALSE,FALSE,NO,0,FALSE,other,264
688,PDSwR2 Free Excerpt and New Discount Code https://t.co/vcqNyl6024 #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,86
689,"Happy to share new tutorial on `ggstatsplot` package!
https://t.co/QwgL1w5bvi

Attempts to explain (~ &lt; 10 min.)
- why this package exists
- current functionality
- benefits
- limitations

Big thanks to @xieyihui for #xaringan &amp; @grrrck for CSS template!

#rstats #dataviz #ggplot https://t.co/2cqJIkIie5",FALSE,FALSE,NO,0,FALSE,other,311
690,"Connect from @RStudio is one of the best #rstats tools I've used for collaboration and sharing. It's one-click web publishing y'all, for all your rmarkdown docs, shiny apps, and plumber APIs! Can't recommend it enough. https://t.co/2h2jFbEJlF",FALSE,FALSE,NO,0,FALSE,other,242
691,"Manning has a discount code and a free excerpt of our book Practical Data Science with R, 2nd Edition: https://t.co/7PfcgDwGdr
This section is elementary, but things really pick up speed as later on (also available in a paid preview: https://t.co/3rFY8BXGeX )
#rstats #datascience",FALSE,FALSE,NO,0,FALSE,other,280
692,"So I've been hacking my way through the #tidyverse for the last few years. I felt I was very proficient, but after taking @drob's course, I'm seeing I was over complicating some basic functions. Excellent course! #rstats
https://t.co/rE6wioDMWi",FALSE,FALSE,NO,0,FALSE,other,244
693,PlayerIds https://t.co/nkCHfxBGuA #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,54
694,Will I ever reach a point in my life when ggplot2 doesn�t make me want to throw my computer out a window? Asking for a friend. #rstats,FALSE,FALSE,NO,0,FALSE,other,134
695,#tidyverse has revolutionised data analysis and there�s no better way to learn about it than to come @edinb_r and hang out with a bunch of #rstats nerds!!  There�s even a pub trip too! https://t.co/gSp9SBz33s,FALSE,FALSE,NO,0,FALSE,other,208
696,Four reasons why you should check out the R package dplyr https://t.co/YVsQwj4Qs9 #rstats,FALSE,FALSE,NO,0,FALSE,other,89
697,Getting player information https://t.co/yBcKAoDHvc #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,71
698,"Roses R red
Violets R blue
#Tidyverse is awesome!
#RStudio, thank you!

Cheers to #rstats folks! 
P.S. Heart code source: https://t.co/qMEuT9YZCK https://t.co/exVDVhS6KB",FALSE,FALSE,NO,0,FALSE,other,169
699,"the #rspatial #tidyverse synergy is amazing <U+0001F44F><U+0001F44F><U+0001F44F> I produced the plot below with a combination of `stars`, `sf`, `dplyr`, `ggplot2` &amp; friends. Code here: https://t.co/bULZDMXfHx (the points are Gaussian noise generated for the purpose of the example) #rstats https://t.co/DMzRfLbVck",FALSE,FALSE,NO,0,FALSE,other,317
700,"Just got my ticket for NYRConference!! If any #TidyTuesday folks will be there, let's plan to meet up! 
#rstats #nyrconference #datascience",FALSE,FALSE,NO,0,FALSE,other,139
701,"Manning has a discount code and a free excerpt of our book Practical Data Science with R, 2nd Edition: https://t.co/xR8xP26ewD
This section is elementary, but things really pick up speed as later on (also available in a paid preview: https://t.co/xzbAY4Es4v )
#rstats #datascience",FALSE,FALSE,NO,0,FALSE,other,280
702,Proud moment: coding the solution to the mutate() challenge correctly with @robinseatworms. Thanks @RallidaeRule for building some self confidence with R! #datascience #rstats #workshop https://t.co/6rliH3gfYB,FALSE,FALSE,NO,0,FALSE,other,209
703,"#rstats is weird
they say to you
but can their language
purrr or ggplot2?",FALSE,FALSE,NO,0,FALSE,other,73
704,"Well, that settles it. You definitely cluster with the things I love. Happy Valentine's Day beautiful girl. @loz_white_

#rstats @rstudio #ggplot @Rbloggers #PCAs #Valentines #ValentinesDay2019 https://t.co/7lk3RC72sm",FALSE,FALSE,NO,0,FALSE,other,217
705,"#ggplot2, #visNetwork and #tidytext blogs so far <U+0001F447>
#rstats https://t.co/ethdisNkf4",FALSE,FALSE,NO,0,FALSE,other,93
706,New career decision: All my #rstats shiny apps for work shall be named after Jean-Claude Van Damme movies. Today's work: https://t.co/ZstUJoP9by,FALSE,FALSE,NO,0,FALSE,other,144
707,"Ah yes, if only wishing made it so... #rstats https://t.co/58mcxbiIVi",FALSE,FALSE,NO,0,FALSE,other,69
708,"Elect the city's first data scientist alderman!
PhD in Statistics (ML), UIC 2013
5 years in Chicago's tech industry; now @ibm
@nasa_fdl AI Technical Committee
@ChicagoRusers Co-organizer
#rstats #DataScience
Paid for by Troy Hernandez and Friends",FALSE,FALSE,NO,0,FALSE,other,246
709,Do Ruckman Mature later https://t.co/D2dImUXP04 #rstats #DataScience,FALSE,FALSE,NO,0,FALSE,other,68
710,"Posted by David Smith, now on R-bloggers: AI, Machine Learning and Data Science Roundup: February 2019 #rstats https://t.co/h45UO4w9wn",FALSE,FALSE,NO,0,FALSE,other,134
711,"Recycling #Blockchain with Proof-of-Deep Learning. #BigData #Analytics #DeepLearning #MachineLearning #DataScience #AI #FinTech #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Linux 
https://t.co/ufh7InpLdh https://t.co/htHs98w32C",FALSE,FALSE,YES,1,FALSE,other,301
712,"Certified Adversarial Robustness via Randomized Smoothing. #BigData #Analytics #MachineLearning #DataScience #AI #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Linux 
https://t.co/pWtBvgsDMG https://t.co/ockathU2lR",FALSE,FALSE,YES,1,FALSE,other,292
713,"The Complete Guide to the ELK Stack. #BigData #Analytics #NoSQL #Redis #MachineLearning #DataScience #AI #ApacheKafka #Kibana #RabbitMQ #ElasticSearch #IoT #IIoT #Python #RStats #JavaScript #ReactJS #VueJS #GoLang #Serverless #DataScientist #Linux 
https://t.co/PR3JMZGRYN https://t.co/m7fqfACPCy",FALSE,FALSE,YES,1,FALSE,other,296
